source_id,category,store_name,main_menu,price,road_address,district,latitude,longitude,image_url_1,image_url_2,image_url_3
237,KOREAN,종로한정식,된장찌개,7000.0,서울특별시 광진구 아차산로 324,광진구,37.5374179594352,127.078758734579,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/07eff109-7a02-4907-a2e9-b736a521dc41.png,,
238,CHINESE,중국관,짜장면,4000.0,서울특별시 광진구 긴고랑로 39 (중곡동),광진구,37.5630759218576,127.080677509112,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/446062c2-bc8a-445b-afce-1fb4a4647e36.jpg,,
239,CHINESE,차우동짜장,짜장면,5000.0,서울특별시 광진구 뚝섬로 472 (자양동) 1층,광진구,37.5366343680318,127.06281092898,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/6bd48882-8d60-49da-80fb-f0927ac2f0de.jpeg,,
240,KOREAN,채움,된장찌개,7000.0,서울특별시 광진구 군자로 104-1,광진구,37.5523503895716,127.071699141373,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/7cff0a5e-4774-4cff-88dd-8c1be7e2d5fb.jpg,,
241,ETC,청담커피 자양점,아메리카노,2500.0,서울특별시 광진구 뚝섬로52길 41 (자양동) 1층 청담커피,광진구,37.5301468796083,127.078899521931,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/a417ffae-578b-464b-b1c7-830b7894670b.jpg,,
242,KOREAN,통영돌문어산곰장어,열무비빔밥,7000.0,서울특별시 광진구 용마산로6길 9 (중곡동) 1층,광진구,37.5574120435232,127.088640032232,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/39cbbac9-4988-4c8a-b870-ded06c49465b.jpeg,,
243,WESTERN,하루,돈가스,8500.0,서울특별시 광진구 능동로16길 60 1층 (화양동),광진구,37.5452297113773,127.076295470745,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/9f226b3b-f094-490e-9c56-a6ec28556e2a.jpg,,
244,KOREAN,화양삼계,삼계탕,13900.0,서울특별시 광진구 아차산로29길 67 (화양동) 1층,광진구,37.5437174982038,127.069392230067,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/fdd5049b-94e3-41f3-a418-0de5e94cd426.jpg,,
245,KOREAN,흥부농장,김치찌개,7000.0,서울특별시 광진구  뚝섬로59길 81-2 (자양동),광진구,37.5355225542768,127.082799348183,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/e76aa636-3d32-4e49-9bb1-62e3f5ec46ad.jpg,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/ed891780-d5d9-45d8-a097-23cfca0f1064.jpg,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/5e0109f3-faf0-46d1-99ab-0091dcb4ebda.jpg
246,JAPANESE,24시회마트,광어+우럭,30000.0,서울특별시 동대문구 전농로4길 42 (답십리동) 지상 1층,동대문구,37.5666918895194,127.058876986331,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/b89a8768-5786-4265-97b5-ff919563edfd.jpg,,
247,WESTERN,39돈가스,등심돈가스,8500.0,서울특별시 동대문구 휘경로2길 5-2 (이문동),동대문구,37.5956340092929,127.061096298819,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/45f583e9-fbea-4431-9145-728c9affff05.jpg,,
248,KOREAN,40년전통 그시절 그맛,꽈배기(3개),2000.0,서울특별시 동대문구 고산자로38길 25 (제기동) 경동시장 다-11,동대문구,37.5801684528241,127.039860944339,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/7d8fe352-6f14-40d7-8ac7-2c1dbd009579.png,,
249,KOREAN,79번지국수집,닭칼국수,7000.0,서울특별시 동대문구 회기로13길 25 (회기동) 1층,동대문구,37.5926788782586,127.05097160045,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/0310ec38-9674-4659-a322-6e39f9f36563.jpg,,
250,KOREAN,가위바위보떡볶이,라면,4000.0,"서울특별시 동대문구 전농로 222 (전농동, 씨티빌라트)",동대문구,37.5839388978562,127.053599055745,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/9c97ca2a-2ad2-4540-8de1-3eb79da9911f.png,,
251,KOREAN,갈비장터,된장찌개,9000.0,서울특별시 동대문구 회기로 188 (휘경동),동대문구,37.5897656433708,127.056819285026,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/b619a56f-f865-4328-abbd-07e5b67e8a02.jpg,,
252,KOREAN,경희쌈밥,한식뷔페,8000.0,서울특별시 동대문구 경희대로1가길 27 (회기동),동대문구,37.5930633795256,127.051483663593,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/d2b6f0ae-b04a-41fa-92e0-edf2c3fbd5a6.png,,
253,KOREAN,고대멸치국수,멸치국수,7000.0,서울특별시 동대문구 제기로 2 (제기동),동대문구,37.5862261117288,127.033124418016,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/841d513b-89e1-4612-88ef-31232b6e7fe9.jpg,,
254,KOREAN,고향홍두깨손칼국수,손칼국수,5000.0,서울특별시 동대문구 경동시장로10길 53 (제기동),동대문구,37.5814092982677,127.043688645919,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/50402b14-185b-4647-9b97-df84098f5d5e.jpg,,
255,KOREAN,광주회관,김치찌개,10000.0,서울특별시 동대문구 이문로 118 (이문동),동대문구,37.5971294761998,127.060918834447,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/00b45f9b-4007-4505-acb2-cf6699ca04b6.jpg,,
256,KOREAN,국수천천히,멸치국수,5000.0,서울특별시 동대문구 서울시립대로28길 6 (전농동) 1층,동대문구,37.5824800062405,127.053007710684,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/bd7b42bb-4412-4f1a-b529-0e82cb934408.jpg,,
257,KOREAN,그린하우스,김치찌개,8000.0,서울특별시 동대문구 전농로 219 (전농동),동대문구,37.5836791356617,127.053213708433,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/39016464-39be-4625-924f-f5f3ff6b213e.png,,
258,KOREAN,금복,김치찌개,6000.0,서울특별시 동대문구 안암로20길 16 (제기동),동대문구,37.5873670338882,127.035014819615,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/b6d9ca57-0f2c-491b-8ae3-0f8b962efc3e.png,,
259,KOREAN,김가네김밥,김가네김밥,4000.0,서울특별시 동대문구 서울시립대로16길 97-2 (전농동),동대문구,37.5778233947261,127.055757608642,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/c63ec6d8-1bd1-49c0-971d-0381dbaaf5fb.png,,
260,KOREAN,김밥에빠지다,야채김밥,3000.0,서울특별시 동대문구 전농로 237 (전농동) 1층,동대문구,37.5850319735606,127.052212238185,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/75bb574d-76a7-47eb-8eb5-658d7c619032.jpg,,
261,ETC,까페뜨랑,아메리카노,2500.0,서울특별시 동대문구 제기로 130 (청량리동),동대문구,37.5864273533873,127.047490117497,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/a252013d-5300-433f-93e2-0781053fcc59.jpg,,
262,KOREAN,낙원떡방앗간,인절미(400g),3000.0,서울특별시 동대문구 회기로25길 11 (회기동),동대문구,37.5909701503054,127.054979127858,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/63d8010f-a09f-4a87-b66c-e4808546ee4d.png,,
263,ETC,난망베이킹스튜디오,대만카스테라,3500.0,서울특별시 동대문구 사가정로 41-1 (답십리동) 3층,동대문구,37.5729802022403,127.051565941955,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/7bfbd435-d1f2-404a-930c-6ed759f76d8e.png,,
264,KOREAN,놀부만두,수제고기통만두(10개),7000.0,서울특별시 동대문구 망우로16길 15 (휘경동),동대문구,37.5893525413018,127.061487903115,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/daa30083-97d5-4386-92d0-8fe835c61919.jpg,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/5278ebd3-7655-44a8-9b7f-8550f8665867.jpg,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/bf6bb57e-c981-443c-9fa8-89bb24320db1.jpg
265,KOREAN,다옴감자탕양평해장국,뼈해장국,9000.0,서울특별시 동대문구 전농로 91 (답십리동),동대문구,37.5733020510431,127.057022081587,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/873ceddb-f44f-44e9-b080-bdef12e17e5a.jpg,,
266,CHINESE,대광반점,짜장면,5000.0,서울특별시 동대문구 전농로 19-1 (답십리동) 1층,동대문구,37.5668622524802,127.056133832753,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/87b8d875-31dd-49aa-aa8b-9faa64e2b183.jpg,,
267,KOREAN,도읍지,순두부찌개백반,8000.0,서울특별시 동대문구 회기로21길 38-1 (회기동),동대문구,37.5930706847977,127.053094369606,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/95339c29-d6b6-4167-a4f7-9611f8d124e3.jpg,,
268,WESTERN,돈태자,돈까스,10000.0,서울특별시 동대문구 한천로24길 10 (장안동) 1층,동대문구,37.5705286015565,127.065702112405,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/12280d65-49c0-4ff1-ac1d-5a9687ce1189.png,,
269,ETC,디디카페,아메리카노,1900.0,서울특별시 동대문구 회기로21가길 10 (회기동) 1층 101호,동대문구,37.5919819636381,127.053609579093,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/22116cd5-cc82-4224-91eb-cfe385aba43d.jpg,,
270,WESTERN,따께리아 라 비다(Taqueria La Vida),타코(3p),9000.0,서울특별시 동대문구 경희대로1길 27 (회기동) 1층,동대문구,37.591757399893,127.050631739972,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/585bb7e7-cb8f-4fd4-a20e-855d35cbbf47.jpg,,
271,KOREAN,따뜻한밥상 외대점,김치찌개,3000.0,서울특별시 동대문구 이문로 58 (휘경동) 오스카빌딩 2층,동대문구,37.5923757925664,127.057798324522,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/bf8f06fb-a9cc-4bd7-8d3b-c59bcaff7d79.png,,
272,KOREAN,마루한,육회비빔밥,9000.0,서울특별시 동대문구 서울시립대로27길 3 (전농동) 1층,동대문구,37.582828330243,127.052806774985,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/543bc4fd-22c2-4adc-a8ad-5fc6f1abca07.jpg,,
273,KOREAN,명물식당,백반,7000.0,서울특별시 동대문구 답십리로51길 8-4 (답십리동),동대문구,37.5732545383074,127.05873782209,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/e0de2302-44c0-450c-a805-17bc6c73fc93.jpg,,
274,KOREAN,명성식당,백반,7000.0,서울특별시 동대문구 무학로 142-2 (용두동) 1층,동대문구,37.5769812836617,127.030806279787,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/bd7efd5c-d307-4af5-9412-e1107f819e12.jpg,,
275,KOREAN,밥이야기,특정식(10찬),7000.0,서울특별시 동대문구 한천로33길 21 (답십리동) 1층,동대문구,37.576427007926,127.06690647597,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/a2905ee5-13ab-4e54-bfec-4fac3b7d737b.jpg,,
276,ETC,배트콩,아메리카노,3000.0,서울특별시 동대문구 경희대로4길 52 (회기동) 1층,동대문구,37.5915419343972,127.055141124803,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/79d60f46-0ee5-4752-b11f-39cc3a2b8504.png,,
277,KOREAN,버드나무순대국,순대국밥,9000.0,서울특별시 동대문구 휘경로2길 42 (이문동) 1층,동대문구,37.5943931905466,127.059990363605,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/eafeaf66-3e02-450c-880e-369fab7680c0.png,,
278,KOREAN,불꽃냉면칼국수,장칼국수,9000.0,서울특별시 동대문구 경희대로3길 13 (회기동) 2층,동대문구,37.5926598392702,127.051657872528,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/392692ea-2a6d-4add-a879-c2be4b5a0693.jpg,,
279,JAPANESE,비나레스토랑,커리,9000.0,서울특별시 동대문구 안암로24길 4 (제기동) 1층,동대문구,37.5884310249523,127.035287620012,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/7b400a30-f746-43e6-9706-605aab8a3ea3.png,,
280,KOREAN,비에르 에 프리트,소세지볶음,10000.0,서울특별시 동대문구 제기로5길 40 (제기동),동대문구,37.5880323854649,127.035422393241,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/ddc0072a-eade-4371-afde-18ce8cd9ff2e.png,,
281,ETC,빵이가,꽈배기(1개),800.0,서울특별시 동대문구 이문로 42 (휘경동) 1층,동대문구,37.5910713369851,127.056869644735,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/91ea7cdf-5356-4238-8d43-c761d230f8a4.png,,
282,KOREAN,사나이뚝배기,된장뚝배기,6300.0,서울특별시 동대문구 경희대로4길 5 (회기동) 1층,동대문구,37.5925789236514,127.052893264244,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/65c45cdb-ede4-469a-94b5-7069e6dfbc82.jpg,,
283,KOREAN,삼보닭꼬치,파닭꼬치,3500.0,서울특별시 동대문구 한천로 186 (장안동),동대문구,37.5774874101017,127.068284018089,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/39b78a0a-de13-4060-8bfd-c22789884496.png,,
284,ETC,서울쉬퐁,아메리카노,2500.0,서울특별시 동대문구 한천로63길 17 (이문동) 1층,동대문구,37.6039449644645,127.066527842097,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/08d8b24e-5a86-412c-8420-8d803f15006d.jpg,,
286,KOREAN,선이네순대국,순대국,9000.0,서울특별시 동대문구 이문로28길 16 (이문동),동대문구,37.5954973335287,127.060562855075,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/aadced4a-cf3d-495f-8205-915499931dd0.jpg,,
287,KOREAN,세진식당,백반,6000.0,서울특별시 동대문구 서울시립대로 61-4 (전농동),동대문구,37.576828323232,127.047775298893,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/fec62844-8350-4a0e-b864-85dc914f2fd5.png,,
288,KOREAN,솔낭구,돼지한판(1kg),66000.0,서울특별시 동대문구 회기로13길 11 (회기동) 1층,동대문구,37.5920770917479,127.050795119244,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/888374cf-14a0-4b94-a2c3-def01f75998a.jpg,,
289,KOREAN,수빈마마,된장찌개,9000.0,서울특별시 동대문구 사가정로 221 (장안동) 103호,동대문구,37.5789191658125,127.069695228668,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/0b117916-066c-42bd-bab5-6ce50f7c07c9.png,,
290,ETC,시루앤도마,호두강정,3000.0,"서울특별시 동대문구 제기로 131 (청량리동, 한신아파트) 121동 1층 6호",동대문구,37.5880281566858,127.049226158581,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/586c89a6-e2c1-448b-aabe-a9e30bfb47d2.jpg,,
291,CHINESE,신라방마라탕 장안동맛집,마라탕,7000.0,서울특별시 동대문구 천호대로79길 66 (장안동),동대문구,37.5650430235262,127.064479053461,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/2683ca0b-aafd-4f77-b70a-a9430da5bda6.png,,
292,KOREAN,신설동뚝배기,김치찌개,8000.0,서울특별시 동대문구 한빛로 18 (신설동),동대문구,37.5772842467757,127.025292007791,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/ed9a7bf2-42b2-4f15-b639-c8622d125d09.jpg,,
293,KOREAN,신설보쌈앤칼국수,보쌈정식,10000.0,서울특별시 동대문구 하정로3길 10 (신설동) 1층,동대문구,37.5755942823163,127.025980168367,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/27e7dcfb-074b-4c62-b3c3-ab102d912526.png,,
294,ETC,싸가지,아메리카노,2000.0,서울특별시 동대문구 망우로18다길 41 (휘경동) 1층,동대문구,37.5855030198208,127.061025860691,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/64ae7666-6a95-4002-a3bd-d31194295ada.jpg,,
295,WESTERN,아리랑동가스,마늘돈까스,6500.0,서울특별시 동대문구 이문로28길 13 (이문동),동대문구,37.5956193826959,127.06063134742,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/f6df9df0-12a6-4760-a344-376e8e826b97.jpg,,
296,KOREAN,영수네고기세상,생삼겹살(170g),12000.0,서울특별시 동대문구 신이문로 34-1 (이문동) 1층,동대문구,37.6028753142263,127.065875956428,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/9b8dd569-5c07-4143-9e54-7400bc6a43a1.png,,
297,KOREAN,영칼국수,칼국수,7000.0,서울특별시 동대문구 답십리로51길 10 (답십리동),동대문구,37.5734273579937,127.058719958936,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/a8a738e3-491b-4c01-b26d-d4119d491a09.jpg,,
298,KOREAN,옛고을닭한마리,백반,7000.0,서울특별시 동대문구 사가정로 7 (답십리동) 1층,동대문구,37.5706008629445,127.049007876884,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/ee8d6085-1053-4c99-a642-8a3f4f514506.png,,
299,KOREAN,오뚜기부대찌개,부대찌개,9000.0,서울특별시 동대문구 휘경로 6-5 (이문동) 1층,동대문구,37.5959003956359,127.060818638956,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/156156fa-9baa-4cab-a171-e5fdaead2b9f.png,,
300,KOREAN,오뚝식당,된장찌개,9000.0,서울특별시 동대문구 회기로21길 8-18 (회기동),동대문구,37.5913549488338,127.053839321242,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/fe507b21-09f8-4c8c-b4e0-b57c7db4323e.png,,
301,KOREAN,오케이식당,칼국수,6000.0,서울특별시 동대문구 장한로18길 36 (장안동),동대문구,37.5675264679054,127.071021744961,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/0a3bf45b-9e00-469e-9f8f-76dd087b1416.jpg,,
302,KOREAN,용두동홍가네,한식뷔페,7000.0,서울특별시 동대문구 무학로 116 (용두동),동대문구,37.5744824475741,127.03087486972,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/bc8e9ae8-a119-4ee4-b26c-31da1084f8b1.jpg,,
303,KOREAN,우담,양파보쌈정식,8400.0,서울특별시 동대문구 경희대로1가길 39 (회기동),동대문구,37.5931507326913,127.052197075409,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/4afabfca-121f-4c49-a812-b9dfed434c4b.png,,
304,KOREAN,우리한식부페식당,한식뷔페(점심),7000.0,서울특별시 동대문구 장한로5길 41 (장안동) 1층,동대문구,37.565017443888,127.064132337131,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/8acf7b41-c706-4d3c-aa55-3e7d2f96bcf9.png,,
305,ETC,원더월커피로스터스,텀블러(to go) 아메리카노,1500.0,서울특별시 동대문구 답십리로 80 (답십리동),동대문구,37.5747324363678,127.049509015035,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/61a1002d-f253-4891-b642-91866a0cea79.png,,
306,KOREAN,이도감식당,김치찌개,8000.0,서울특별시 동대문구 망우로20가길 3 (휘경동) 1층,동대문구,37.589966352171,127.063259482741,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/59e5aa78-2353-4916-bd77-a21a3edc7edd.png,,
307,KOREAN,이문동그집 회기역직영점,한우차돌(130g),17000.0,서울특별시 동대문구 회기로28길 14 (휘경동) 1층,동대문구,37.5891762137007,127.056255998479,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/78ccc44d-dc59-41ff-83d8-8e804f75d3bb.jpg,,
308,ETC,이문동커피집 크럼블로스터스,아메리카노,2300.0,서울특별시 동대문구 이문로25길 39 (이문동) 1층,동대문구,37.5954715513459,127.057343593494,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/77b02576-1d26-4b81-997e-571e732dc306.jpg,,
309,ETC,인더베이글(InTheBagel),훈제연어 샌드,8500.0,서울특별시 동대문구 회기로13길 19 (회기동) 1층,동대문구,37.5923059991065,127.050875667513,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/6db76cf9-0d30-4142-9b26-cdc99466a44e.jpg,,
310,KOREAN,일심해장국 본점,해장국,7000.0,서울특별시 동대문구 장한로 179 (장안동) 1층,동대문구,37.5764749815622,127.071746605254,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/884673ad-3d5c-448d-81a2-3eac39de2860.jpg,,
311,JAPANESE,잇츠소유,소유돈카츠,12000.0,서울특별시 동대문구 회기로19길 18 (회기동) 2층,동대문구,37.5923358610789,127.053038252032,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/73187720-e710-4582-8e85-84e16241f99d.jpg,,
312,KOREAN,자매분식,오징어볶음,11000.0,서울특별시 동대문구 경희대로1가길 15 (회기동),동대문구,37.5925419262177,127.051390116494,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/33adadc3-329e-4d94-ad90-29b8cddc1202.png,,
313,KOREAN,장안골,뚝배기불고기,7000.0,서울특별시 동대문구 답십리로65길 124-3 (장안동) 1층,동대문구,37.5781820887267,127.070410467383,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/3785d50b-5c7e-4dcb-823c-84aaff1a6522.jpg,,
314,KOREAN,장진주,콩나물비빔밥,9000.0,서울특별시 동대문구 약령동길 97 (제기동) 1층,동대문구,37.5826867555773,127.037867559412,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/7efe509e-387b-4bf2-a840-e5eeba2e45e5.jpg,,
315,KOREAN,재민식당,백반,8000.0,서울특별시 동대문구 무학로27길 11 (용두동) 1층,동대문구,37.5744873949797,127.029855373086,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/b149e4ff-608c-45b5-a604-91fa0288445e.png,,
316,KOREAN,전주곰탕,소머리국밥,10000.0,서울특별시 동대문구 답십리로51길 15-12 (답십리동) 12호,동대문구,37.5733608421755,127.058219447537,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/3a602c50-116e-4856-a4ca-772de3cedfb4.jpg,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/4c877224-5f51-4cf3-97dd-98bf2673b876.jpg,
317,KOREAN,정성서울국수집,멸치국수,5000.0,서울특별시 동대문구 이문로 166 (이문동) 캠퍼스빌 101호,동대문구,37.6013152280643,127.062263947843,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/084e1001-239c-4924-b314-3e3387512549.jpg,,
318,KOREAN,제일정육식당,목살(600g),20000.0,서울특별시 동대문구 장한로10길 45 (장안동) 지하1층,동대문구,37.564599959278,127.069786244986,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/070b0a77-bf0d-42c6-a9cf-10008ed80e93.jpg,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/99bbd197-3296-4399-865b-436c09da6cc3.jpg,
319,KOREAN,제주흑돼지알토란쌈밥,백반,7000.0,서울특별시 동대문구 한천로14길 69 (장안동) 1층,동대문구,37.5666033159951,127.066522010262,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/a97057f4-95b4-4787-a729-8a4ce293a362.png,,
320,KOREAN,준이네밥집,제육볶음,8500.0,서울특별시 동대문구 천장산로7길 16 (이문동) 지하1층,동대문구,37.5985014902704,127.056980384807,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/2ded9825-3d19-48e8-84f2-91ae253f567c.png,,
321,WESTERN,지노돈까스,돈까스,8500.0,서울특별시 동대문구 제기로38길 40 (청량리동) 1층,동대문구,37.5844887637521,127.04949600224,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/25b75b45-b5b1-47b0-b1aa-7ec73e4dbd3b.jpg,,
322,KOREAN,청량리할머니냉면,냉면,8000.0,서울특별시 동대문구 왕산로37길 51 (제기동),동대문구,37.5822715535487,127.043676583037,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/ed496bfc-c5ce-4835-bb5c-23dcb4a40875.png,,
323,KOREAN,청정생고기집,삼겹살(수입산 150g),8000.0,서울특별시 동대문구 서울시립대로 121 (전농동),동대문구,37.5814103006045,127.051689610036,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/d0c1c0f1-c4db-40e1-99e5-0fe083fa3093.jpg,,
324,KOREAN,충북식당,청국장보리밥,8000.0,서울특별시 동대문구 고산자로38길 27 (제기동),동대문구,37.5801884862893,127.040034393951,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/893cb844-96bd-46cb-9ad7-debd975a2ab2.png,,
325,KOREAN,충청도식당,정식백반,6000.0,서울특별시 동대문구 경동시장로12길 26 (제기동),동대문구,37.5820824024783,127.042028874178,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/fef86caf-8d39-475f-9c8f-253b6a7ba5ac.jpg,,
326,CHINESE,친친,짜장면,6000.0,"서울특별시 동대문구 정릉천동로 58 (용두동, 롯데캐슬피렌체)",동대문구,37.5771867895785,127.036238453059,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/a9960180-3443-42a4-9353-fbb5ad396eb3.jpg,,
327,KOREAN,칼리앤메리,제육비빔밥,8000.0,서울특별시 동대문구 서울시립대로 160 (전농동) 영광빌딩 105호,동대문구,37.5834168787586,127.05454674953,https://eatssu-bucket.s3.ap-northeast-2.amazonaws.com/goodPriceStoreImg/18d639a2-b876-4065-b893-2f31bb97b16c.png,,
